Date,Daphnia,Diaphanosoma,Calanoid,Nauplii,Cyclopoid,Ceriodaphnia,Bosmina,Season,Year
23/01/2004,2.580042044,0.666683129,1.27315821,1.952051627,1.957341789,0,2.205635125,Winter,2004
25/03/2004,2.555554662,0.906697742,1.071336015,1.960624215,1.644595294,0,2.401535709,Spring,2004
22/04/2004,2.62250101,0.985480261,1.35032314,2.103622664,1.356269224,0,2.246409209,Spring,2004
01/06/2004,2.121999721,0.909869983,1.510491358,2.153503118,1.398460147,0,2.638992665,Summer,2004
06/07/2004,1.589895552,2.192715665,2.56016935,1.821697582,1.918900444,0,1.311780076,Summer,2004
05/08/2004,1.054835859,2.646079946,2.428416462,1.820740284,1.365068445,0,0.840219319,Summer,2004
28/09/2004,0.503902116,2.41740436,2.6798964,1.860266324,1.147604557,0,0.839190085,Autumn,2004
15/11/2004,0.874245698,2.136696268,2.854778688,1.763050975,0.943027043,0,1.142028831,Autumn,2004
31/01/2005,1.542841985,0.391171862,2.442064051,2.612647848,0.874686874,0,1.84416317,Winter,2005
10/03/2005,1.473756204,0,2.333691314,2.763392086,0.679939254,0,1.632071398,Spring,2005
11/04/2005,1.663666165,1.039265177,1.61140981,2.938836656,0.817398773,0,1.750527125,Spring,2005
18/05/2005,1.850105052,1.169921851,2.123407991,2.481911171,1.01663741,0,2.280945711,Spring,2005
23/06/2005,1.564118884,1.742217612,2.79539845,1.699329823,1.472979721,0,1.8083044,Summer,2005
21/07/2005,0.704805435,2.876636529,2.044093961,1.806140458,1.189940063,0,1.040501346,Summer,2005
12/09/2005,1.722030294,2.796602107,1.881127726,1.728877468,1.69739839,0,0.728330139,Autumn,2005
19/10/2005,1.986884539,2.541653032,2.474437439,1.355565963,1.154231624,0,0.456138789,Autumn,2005
21/11/2005,2.102135144,1.826095444,2.67926647,2.015604868,0.913842023,0,0.887325565,Autumn,2005
04/01/2006,2.249014757,1.006349525,2.759058812,1.934926607,0.764660282,0,1.020044504,Winter,2006
02/02/2006,2.343212971,0,2.457038716,2.338473067,0.92373039,0,1.290654728,Winter,2006
27/02/2006,1.981624009,0.582431769,2.230255766,2.72760404,1.084027669,0,1.315189681,Winter,2006
28/03/2006,2.077017454,0,2.308246074,2.60623401,1.082967659,0,1.530630332,Spring,2006
29/04/2006,2.327483954,1.022477291,1.809970689,2.582467383,1.639973558,0,1.633396619,Spring,2006
24/05/2006,1.9134567,1.453912684,2.431897633,2.307508352,1.940375501,0,1.466287524,Spring,2006
29/06/2006,1.513652753,1.838192841,2.515279302,2.45545059,1.523025663,0,1.120228374,Summer,2006
28/07/2006,1.141810773,2.224899255,2.838792569,1.321017101,1.533080559,0,0.72955212,Summer,2006
14/09/2006,1.034315905,2.752116406,2.49645168,1.050111555,0.981994477,0,0.841197004,Autumn,2006
11/10/2006,1.259863264,2.769726302,1.831026261,1.914578134,1.682335782,0,1.561364201,Autumn,2006
07/11/2006,1.832079763,2.245483209,1.557355531,1.781374004,2.102513459,0.739528781,2.290350966,Autumn,2006
06/12/2006,1.955047222,1.557796271,1.194890066,2.468756663,1.614535642,0.943592182,2.391851897,Winter,2006
16/01/2007,1.863295111,1.211590561,1.150301599,2.203359679,1.79452109,0.828596122,2.654209862,Winter,2007
13/02/2007,1.734568979,0,1.193708926,2.413413424,1.607875448,0.982186142,2.623569888,Winter,2007
28/03/2007,1.801025442,0.652623712,1.031888693,2.396246294,2.202620571,0,2.371983738,Spring,2007
17/04/2007,1.362399718,0.853249821,1.107007654,2.78602165,1.74516188,0,2.236067977,Spring,2007
15/05/2007,2.008232166,1.028452661,1.634812656,2.370636594,1.920271957,0,2.346033092,Spring,2007
14/06/2007,1.618791873,1.065224958,2.506732413,2.385084973,1.576709349,0.541275685,1.925078813,Summer,2007
17/07/2007,1.088217998,2.093317321,2.609739629,2.248625612,1.422905197,0,1.352292035,Summer,2007
08/08/2007,0.899139635,2.816899089,2.06625989,1.810639305,1.603344562,0,0.945398015,Summer,2007
26/09/2007,0.728394199,2.419545095,2.382691689,2.354896584,1.25276177,0,0,Autumn,2007
24/10/2007,0.788396974,2.197274313,2.412423621,2.500370169,1.126398694,1.148280731,0,Autumn,2007
21/11/2007,0.95272528,1.707295437,2.519869988,2.565291325,1.124030555,1.487197323,0.867532722,Autumn,2007
14/12/2007,1.416382457,1.182672302,2.35042055,2.705839714,0.72709292,1.69307715,1.087257512,Winter,2007
08/01/2008,1.48094567,1.073718787,2.12800175,2.689751173,0.98709407,2.010206416,1.390108603,Winter,2008
08/02/2008,1.456293313,0.62225521,2.28395582,2.657152339,0,1.957830367,1.377277181,Winter,2008
18/03/2008,1.398958384,0,2.274533149,2.696104019,0,1.938499212,1.250559154,Spring,2008
16/04/2008,1.78526297,0.548168488,2.0601545,2.309360348,0.460952917,2.175339203,2.137061701,Spring,2008
13/05/2008,1.682968225,1.293396309,2.477688157,2.326396392,0,1.41793665,2.064306603,Spring,2008
10/06/2008,1.605921803,2.316397285,1.971792568,2.050389099,1.58880474,1.086852725,2.213363839,Summer,2008
08/07/2008,0.544937552,2.313756099,2.759962681,1.608978106,1.587376185,0,0.648043614,Summer,2008
15/08/2008,0.555391618,2.392746158,2.345341568,2.410773502,1.326081332,0,0,Summer,2008
18/09/2008,0.639543521,2.920736769,1.415542504,2.084007327,1.415542504,0.595162309,0.452225561,Autumn,2008
24/10/2008,1.094185759,2.297585563,2.207234255,2.522255845,1.30121349,1.281640794,0.981356942,Autumn,2008
04/11/2008,0,0.726737733,2.541195094,2.759901254,0,0,0,Autumn,2008
03/12/2008,1.090493824,1.319384917,2.144802011,2.870874935,1.213950047,1.279094613,1.127512063,Winter,2008
15/01/2009,1.144942311,0,2.232735251,2.866836941,1.014075438,0.923396958,1.422781437,Winter,2009
19/02/2009,1.07697122,0,2.5001121,2.723131032,1.02898439,0.486576676,1.35982727,Winter,2009
10/03/2009,1.159789426,0,1.966733082,2.985742389,0.913347003,0.513612764,1.315233681,Spring,2009
16/04/2009,1.345077154,1.310110187,1.47600965,3.044594954,1.230330262,0,0.951113177,Spring,2009
12/05/2009,1.566653589,1.397594119,1.088847791,2.095368798,0.669410722,0,2.885010766,Spring,2009
11/06/2009,1.961568738,2.789162374,1.269506175,1.806470117,1.404939531,0,1.65666355,Summer,2009
06/07/2009,2.403990708,1.595691896,1.997293134,0.665764378,2.5005401,0,1.488694406,Summer,2009
17/08/2009,0.748259655,2.234313509,2.573856548,1.899172239,2.046912773,0,0.748259655,Summer,2009
07/09/2009,0.756083296,2.670659681,2.410625538,1.913223063,1.130608235,0,0,Autumn,2009
01/10/2009,0.608372094,2.80202763,2.062114461,2.096399576,0.952153784,0,0,Autumn,2009
22/10/2009,0.897564363,2.244118008,2.417373674,2.49485433,1.023730006,0,0,Autumn,2009
19/11/2009,1.185624173,1.698744405,2.359248391,2.755580175,1.014332527,0,0,Autumn,2009
22/12/2009,1.164208798,1.244168585,2.368497732,2.813949712,1.124233227,0,0,Winter,2009
20/01/2010,1.543785949,0,2.233379852,2.871621711,1.095445115,0,0,Winter,2010
11/02/2010,1.355963782,0,2.381569008,2.826159266,0.899384666,0,0,Winter,2010
15/03/2010,1.370838916,0,1.999228814,2.989544371,0.842775525,0.486576676,0.486576676,Spring,2010
07/04/2010,1.464996737,0,2.071818254,2.957658592,0.705437303,0.66716141,0,Spring,2010
04/05/2010,1.634412995,1.423453925,2.073225504,2.859533028,1.340169027,0.559153556,0.559153556,Spring,2010
09/06/2010,1.774668672,1.777679147,2.548343416,2.445439464,1.212203249,0,0,Summer,2010
05/07/2010,1.214087642,2.345221377,2.466186446,2.325539458,1.063936837,0,0.485829505,Summer,2010
05/08/2010,0.935615423,2.532348819,2.372315682,2.250912297,0.935615423,0,0,Summer,2010
06/09/2010,0.76281967,1.979366869,2.679179213,2.367815556,0.942792414,0.819703081,0.579617607,Autumn,2010
08/10/2010,1.531968747,1.665383133,2.631574999,2.027672951,1.202260496,2.105646649,0.660161824,Autumn,2010
08/11/2010,1.291492999,1.291492999,2.231735332,1.960084402,0.981322468,2.710068614,0,Autumn,2010
08/12/2010,1.827667952,0.641226279,2.219342286,1.347472671,1.023857821,2.783353715,0,Winter,2010
10/01/2011,1.67789897,0,2.220736839,1.700426145,0.755466839,2.772265481,0,Winter,2011
08/02/2011,1.718176963,0,2.296646099,2.557666615,0.972336834,2.108810512,0,Winter,2011
11/03/2011,1.412046179,0,1.952254642,2.980354938,1.138816456,0.978685999,0,Spring,2011
18/04/2011,1.490836361,0.760089175,2.320034692,2.826418843,1.158678605,0.508302267,0.508302267,Spring,2011
17/05/2011,1.907287398,1.000357462,2.654379868,2.350878455,1.501197368,0.809395937,0.517157952,Spring,2011
09/06/2011,1.986182583,1.434736012,2.36635517,2.574245966,1.400953846,1.000384986,0.526843137,Summer,2011
21/07/2011,1.240392102,2.68337959,2.322579894,1.958835983,1.117387913,0,0.797328959,Summer,2011
22/08/2011,0.696143201,1.453406125,2.582519321,2.639892361,1.199000195,0.553622311,0.553622311,Summer,2011
19/09/2011,0.929712192,1.923122403,2.468430008,2.44714011,1.822585854,0.929712192,0.947097514,Autumn,2011
10/10/2011,1.481928542,1.827459236,2.43301904,2.43039866,1.866331294,0.931713245,1.047881722,Autumn,2011
07/11/2011,2.216206663,1.360134196,2.323229706,2.349411075,1.617481263,1.201906815,1.407376386,Autumn,2011
07/12/2011,2.274904758,1.118519774,1.949182762,2.533787127,1.603352222,1.398584494,1.535926853,Winter,2011
09/01/2012,2.256490809,0,2.322604276,2.158144467,1.477219991,1.122444465,2.028486135,Winter,2012
28/02/2012,1.773786879,1.041029281,2.382394854,2.694144263,1.215274186,0.761107382,1.108534113,Winter,2012
10/04/2012,2.061161234,1.296935963,1.993874354,2.753264007,1.16682959,0.735528232,1.38760205,Spring,2012
23/04/2012,1.783253667,1.420625157,1.801545841,2.802180662,1.184164427,0.612181219,1.842185946,Spring,2012
24/05/2012,2.10233881,1.494105247,1.882484141,2.410359398,1.494105247,0.507710184,2.216116214,Spring,2012
12/06/2012,1.66165102,2.159287855,2.557222029,1.725972585,1.767861704,0,1.743091763,Summer,2012
16/07/2012,0.720780364,2.48923567,2.360355439,2.071708323,1.533703512,0.509668683,1.582736749,Summer,2012
07/08/2012,0,2.504218716,2.283553066,2.262817049,1.536956769,0,1.138976897,Summer,2012
18/09/2012,0.553427453,2.133824844,2.737898882,1.723227681,1.612106848,0.553427453,1.644691127,Autumn,2012
24/10/2012,0.700417911,2.438858348,2.547515031,1.096213271,1.159104412,0,2.088161171,Autumn,2012
12/12/2012,0.952254142,0.970060993,2.365474835,0.933388281,1.284204379,1.086107225,2.807339294,Winter,2012
16/01/2013,1.36043651,0,2.415324765,1.153102333,1.289207601,1.371277499,2.716749433,Winter,2013
19/02/2013,1.434522779,0,2.135640966,1.634205031,1.33692132,1.178913856,2.814001643,Winter,2013
20/03/2013,1.466273748,0.579454173,2.024490122,2.525782184,1.492389773,0.906894791,2.380840546,Spring,2013
22/04/2013,2.042321434,0,2.371298391,2.196998778,1.658410872,0.623662506,2.113942246,Spring,2013
23/07/2013,1.524779582,1.659544715,2.536778498,2.268963666,1.872465927,1.189983952,1.479789079,Summer,2013
15/08/2013,0.598955759,1.496790083,2.690254383,2.439090523,1.592711979,0.712282451,0.78827011,Summer,2013
13/09/2013,1.114137586,2.099091945,2.76438564,2.115556672,0.626525607,0.82455407,0,Autumn,2013
14/10/2013,0.995727839,2.559191518,2.54168484,1.880721491,0.719569575,1.076007487,0.719569575,Autumn,2013
21/11/2013,1.036173853,2.047623429,2.679975903,2.141649254,0.732685558,1.604536461,1.146714869,Autumn,2013
17/12/2013,1.070138621,1.638817943,2.703783673,2.277081124,0.89987573,1.657131601,1.310646788,Winter,2013
14/01/2014,1.437216448,0.945741609,2.804556407,2.219486619,0.718608224,1.480165609,1.390030059,Winter,2014
14/02/2014,1.110871327,0,2.701971527,2.368543503,0,1.501009509,1.713940234,Winter,2014
26/03/2014,1.430118866,0.601290914,2.075662443,2.847584613,1.163098914,0.715059433,1.745417108,Spring,2014
01/05/2014,1.70789252,1.153102333,2.395476536,2.393464374,1.262611714,0.90235134,2.13489892,Spring,2014
21/05/2014,1.85520946,1.451779859,2.651899553,2.15629744,1.084250541,1.084250541,1.772546507,Spring,2014
19/06/2014,1.636438528,2.334106338,1.811016932,2.285620973,1.376075292,1.536786648,1.998004985,Summer,2014
30/07/2014,0.531299086,2.334889201,2.413745451,2.37752538,0.92023701,1.175958184,1.137349372,Summer,2014
26/08/2014,0.689091026,2.403488358,2.613780902,1.975161161,1.140359828,1.003644069,1.158908347,Summer,2014
17/09/2014,0.974003746,2.435766571,1.977756669,2.045311745,2.065465033,1.773816942,1.316074013,Autumn,2014
13/10/2014,0.836061492,2.145081243,2.266400518,2.102583339,1.672122984,1.967455254,1.760641402,Autumn,2014
25/11/2014,1.083449272,1.89854133,2.181265508,2.218249283,1.685504965,2.137275652,1.771236581,Autumn,2014
15/12/2014,1.103932378,1.47904485,2.328020737,2.280829419,1.843556083,2.147975243,1.452856715,Winter,2014
16/01/2015,1.318276655,1.237999428,2.232306706,2.400793091,1.824208265,2.091291864,1.589038187,Winter,2015
18/02/2015,2.039669452,0,2.373395694,2.246741636,1.638728403,1.782538792,1.690816186,Winter,2015
16/03/2015,1.738832795,0.781567158,1.953135857,2.664095222,1.406901285,0.929445225,2.138027605,Spring,2015
15/04/2015,2.018547148,0.84869453,1.998539256,2.450459925,1.902465321,0,2.053130465,Spring,2015
20/05/2015,1.967351232,0.993119985,1.954449872,2.165353624,1.947902209,0.874056555,2.387472281,Spring,2015
25/06/2015,1.650877457,1.188388383,2.07778794,2.232213338,2.479987951,0.91066553,1.712325805,Summer,2015
28/07/2015,1.333265562,2.384743881,2.444160596,1.899236032,1.963708083,0.780839779,0.864141266,Summer,2015
25/08/2015,0.907150579,2.331937425,2.455305504,2.300141161,1.52563934,0,0,Summer,2015
21/09/2015,0.980565566,2.404660443,2.151258136,2.539684491,1.166095548,0.626525607,0.88604101,Autumn,2015
02/11/2015,1.428073881,1.974188141,2.62857092,2.149261301,1.742654376,0.775490025,1.187590975,Autumn,2015
30/11/2015,1.61898492,1.462918017,2.3935874,2.434286183,1.83952202,1.230162516,1.61898492,Autumn,2015
11/01/2016,2.334140195,0.871314879,2.593537575,1.819129139,1.334337841,1.036173853,1.742629758,Winter,2016
18/02/2016,2.483335229,0,2.331130583,1.881352288,1.252481416,0.687738155,2.037256915,Winter,2016
19/04/2016,2.120592493,0.970983543,1.93433642,2.793408898,1.189207115,0.686589048,1.154700538,Spring,2016
16/05/2016,1.938387409,1.287180539,2.255542106,2.697418905,1.041466413,0.791343346,1.287180539,Spring,2016
11/07/2016,1.191967382,2.366553765,2.777015007,1.444002819,0.982463322,0.826149885,1.087274395,Summer,2016
10/08/2016,0,2.231433615,2.41267943,2.496480177,0,0.953462589,1.133864495,Summer,2016
13/09/2016,0,2.790433975,2.176508085,1.89854133,1.042489968,0,1.288445583,Autumn,2016
19/10/2016,0,2.485788367,2.322412302,1.588277336,1.080624086,1.836028135,1.921651563,Autumn,2016
15/11/2016,0,1.91730882,2.54701606,2.085566676,1.233709394,1.623652873,2.006722784,Autumn,2016
13/12/2016,0.79447744,1.292278383,2.537113548,2.247121542,1.123560771,1.68011523,2.123117909,Winter,2016
16/01/2017,1.329573974,0,1.749817756,2.474616002,1.329573974,2.524633516,1.58113883,Winter,2017
27/02/2017,1.477219991,0,2.114742527,2.600237304,1.093265114,2.034795655,1.819186126,Winter,2017
28/03/2017,1.538834336,0.826792554,2.153208148,2.607986598,1.236343238,2.135435997,1.320154912,Spring,2017
04/05/2017,2.507524104,0.840197124,2.219162429,1.926949798,1.530133636,1.738567471,1.644235597,Spring,2017
08/06/2017,1.919069436,1.99567565,2.739486767,1.199328939,1.832005216,0.979247978,0,Summer,2017
17/07/2017,0.722001409,2.761477371,2.131775386,2.073314923,1.079643928,1.021064185,0,Summer,2017
20/09/2017,0,2.730621665,2.352772808,1.765915188,0.925584072,0,1.348090352,Autumn,2017
25/10/2017,0,1.448522445,2.478497764,2.150405926,1.393761717,2.048520087,1.971076723,Autumn,2017
16/11/2017,1.087485536,0.768968397,2.034499145,1.719465609,1.293245537,2.571200803,2.255362845,Autumn,2017
18/12/2017,0.948600306,0.670761709,1.980485471,1.362010617,1.049798808,2.796211378,2.054418564,Winter,2017
23/01/2018,1.139931685,0,1.903674567,1.35561487,1.295212456,2.882571925,1.775771842,Winter,2018
07/03/2018,1.254309347,0,1.929530578,2.498100146,1.071900172,2.462963976,1.602864616,Spring,2018
03/04/2018,1.045799502,0,2.008321131,2.786480863,1.094570507,1.96247373,1.563835011,Spring,2018
01/05/2018,1.460139433,0.885291715,1.597397006,2.920278866,1.450172028,1.296509961,1.700086924,Spring,2018
28/05/2018,1.823082358,1.038425603,1.468555571,2.310292181,1.773087298,1.952553266,2.344869751,Spring,2018
26/06/2018,1.739967998,1.865206482,2.368924985,1.76720582,1.777756771,1.745518205,2.065858325,Summer,2018
21/08/2018,1.08451829,2.053633774,2.871454781,1.823935085,1.154843138,0,0,Summer,2018
17/09/2018,0.738061455,2.66895685,2.452914906,1.755415866,1.34412821,0,0,Autumn,2018
17/10/2018,1.148730089,2.511733063,2.611583333,1.59472875,1.43402168,0.929445225,0.839848567,Autumn,2018
08/11/2018,1.44010534,2.004020121,2.798001718,1.469213084,1.636275577,1.547493897,0.920145376,Autumn,2018
18/12/2018,2.327235614,1.495348781,2.504322112,1.442797976,1.316074013,1.956964085,1.442797976,Winter,2018
14/01/2019,2.369791438,1.036422844,2.218665348,1.887492123,1.177603707,2.244619063,1.324430458,Winter,2019
18/02/2019,2.614115869,0,2.236067977,1.348002026,0.985538362,2.158268602,1.239248882,Winter,2019
25/03/2019,1.933925078,0.972065421,2.128763687,2.540663741,1.155987115,2.097217726,1.155987115,Spring,2019
16/04/2019,2.306067079,1.03130455,2.015928607,2.573918937,0.907663239,1.627364568,1.256008574,Spring,2019
14/05/2019,1.731298559,1.369306394,1.943180863,2.762082052,1.237308001,1.712165252,1.423106274,Spring,2019
19/06/2019,1.238155265,2.309252654,2.76859934,1.205967867,1.268011757,0,1.549054258,Summer,2019
17/07/2019,0.88434263,2.665226041,2.303085275,1.725689121,1.562685976,0.88434263,1.520976745,Summer,2019
20/08/2019,0,2.37476914,2.785990418,1.552570972,1.163860354,0,0.743640547,Summer,2019
19/09/2019,0.789799254,2.575053936,2.484981948,1.921028156,0.789799254,0,1.367972436,Autumn,2019
15/10/2019,0.993845862,2.275894924,2.700338194,1.383014873,1.521982665,0.835721422,1.756184693,Autumn,2019
19/11/2019,1.282181685,2.193880013,2.586959063,1.36532388,1.401764506,1.178738748,2.116780835,Autumn,2019
16/12/2019,1.32341362,1.741710274,2.442362354,2.376588191,1.251607327,1.573812893,1.847742717,Winter,2019
21/01/2020,2.225168865,0,2.494335617,2.239665846,1.065797199,1.402667996,1.593738542,Winter,2020
25/02/2020,1.883251048,0,2.293579974,2.71191037,0,1.331659587,1.25940588,Winter,2020
25/03/2020,1.901209903,0,2.090415563,2.848423465,0,1.001253921,1.001253921,Spring,2020
21/04/2020,2.366777052,0.875122609,2.165592412,2.575337905,0.735887465,0.875122609,1.040702033,Spring,2020
20/05/2020,2.001541427,1.185519607,2.730120863,2.217904097,1.103250307,0.838288953,0.704914176,Spring,2020
24/06/2020,1.523636997,1.953760313,2.827014676,1.625764289,1.61402515,1.244044398,0,Summer,2020
17/07/2020,1.058475569,2.27481204,2.083068987,2.604645939,1.555723936,1.058475569,0,Summer,2020
12/08/2020,1.011577491,2.316500139,2.337278005,2.386929437,1.674034765,0,0,Summer,2020
16/09/2020,0.990242736,2.317511932,2.45047052,2.214250071,1.782538792,0,0,Autumn,2020
16/10/2020,0,2.794191806,2.294301793,1.498165777,1.290180711,1.370359081,0,Autumn,2020
16/11/2020,1.29551639,2.318055758,2.274436483,2.303790122,1.29551639,1.802813198,0,Autumn,2020
15/12/2020,1.461803412,1.617751406,2.466097404,2.466097404,1.382488311,1.819456939,0,Winter,2020
